locus_tag,start,stop,strand,gene_name,old_locus_tag,gene_product,COG,uniprot
STM14_1743,1530344,1530811,-,slyB,,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0F6B137
STM14_1744,1531083,1532204,+,anmK,,anhydro-N-acetylmuramic acid kinase,Nucleotide transport and metabolism,A0A0F6B138
STM14_1745,1532292,1532621,+,mliC,,lysozyme inhibitor,Function unknown,A0A0F6B139
STM14_1746,1532680,1533336,+,pdxH,,pyridoxamine 5'-phosphate oxidase,Coenzyme transport and metabolism,A0A0F6B140
STM14_1747,1533463,1534737,+,tyrS,,tyrosyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A0F6B141
STM14_1748,1534797,1535657,+,pdxY,,pyridoxamine kinase,Coenzyme transport and metabolism,A0A0F6B142
STM14_1749,1535716,1536321,-,gst,,glutathionine S-transferase,"Post-translational modification, protein turnover,and chaperones",A0A0F6B143
STM14_1750,1536426,1537931,-,tppB,,putative tripeptide transporter permease,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B144
STM14_1751,1538110,1538277,+,STM14_1751,,hypothetical protein,No COG annotation,A0A0F6B145
STM14_1752,1538533,1539168,-,nth,,endonuclease III,"Replication, recombination and repair",A0A0F6B146
STM14_1753,1539168,1539860,-,ydgQ,,SoxR-reducing system protein RsxE,Energy production and conversion,A0A0F6B147
STM14_1754,1539863,1540483,-,ydgP,,electron transport complex protein RnfG,Energy production and conversion,A0A0F6B148
STM14_1755,1540487,1541545,-,rnfD,,electron transport complex protein RnfD,Energy production and conversion,A0A0F6B149
STM14_1756,1541546,1543753,-,STM14_1756,,electron transport complex protein RnfC,Energy production and conversion,A0A0F6B150
STM14_1757,1543746,1544324,-,ydgM,,electron transport complex protein RnfB,Energy production and conversion,A0A0F6B151
STM14_1758,1544324,1544905,-,STM14_1758,,Na(+)-translocating NADH-quinone reductase subunit E,Energy production and conversion,A0A0F6B152
STM14_1759,1544982,1545422,-,ydgK,,putative inner membrane protein,Function unknown,A0A0F6B153
STM14_1760,1545511,1545741,-,ydgT,,oriC-binding nucleoid-associated protein,Transcription,A0A0F6B154
STM14_1761,1546024,1546185,-,STM14_1761,,hypothetical protein,No COG annotation,A0A0F6B155
STM14_1762,1546357,1547397,+,ydgJ,,putative oxidoreductase,Function unknown,A0A0F6B156
STM14_1763,1547472,1548473,-,add,,adenosine deaminase,Nucleotide transport and metabolism,A0A0F6B157
STM14_1764,1548438,1548683,+,STM14_1764,,hypothetical protein,No COG annotation,A0A0F6B158
STM14_1765,1548696,1548829,-,malY,,,Amino acid transport and metabolism,
STM14_1766,1548839,1549058,-,malX,,,No COG annotation,
STM14_1767,1549052,1549171,-,STM14_1767,,hypothetical protein,No COG annotation,A0A0F6B159
STM14_1768,1549177,1550685,-,ydgA,,putative periplasmic protein,Function unknown,A0A0F6B160
STM14_1769,1550788,1551963,-,manA,,mannose-6-phosphate isomerase,Carbohydrate transport and metabolism,A0A0F6B161
STM14_1770,1552163,1553809,+,fumA,,fumarase A,Energy production and conversion,A0A0F6B162
STM14_1771,1553745,1553906,+,STM14_1771,,fumarase A,No COG annotation,A0A0F6B163
STM14_1772,1553977,1555380,+,fumC,,fumarate hydratase,Energy production and conversion,A0A0F6B164
STM14_1773,1555377,1556306,-,tus,,DNA replication terminus site-binding protein,"Translation, ribosomal structure and biogenesis",A0A0F6B165
STM14_1774,1556382,1557683,-,rstB,,sensor protein RstB,Signal transduction mechanisms,A0A0F6B166
STM14_1775,1557794,1559500,-,STM14_1775,,putative periplasmic protein,Function unknown,A0A0F6B167
STM14_1776,1559385,1559690,-,STM14_1776,,outer membrane protein,No COG annotation,A0A0F6B168
STM14_1777,1559653,1560786,-,ompN,,outer membrane protein N precursor,Cell wall/membrane/envelope biogenesis,A0A0F6B169
STM14_1778,1560843,1561201,+,STM14_1778,,,No COG annotation,
STM14_1779,1561266,1561997,-,rstA,,DNA-binding transcriptional regulator RstA,Transcription,A0A0F6B170
STM14_1780,1562124,1562459,+,ydgC,,putative inner membrane protein,Function unknown,A0A0F6B171
STM14_1781,1562521,1563903,-,ydgI,,putative amino acid transporter,Amino acid transport and metabolism,A0A0F6B172
STM14_1782,1563882,1564016,-,STM14_1782,,putative amino acid permease,No COG annotation,A0A0F6B173
STM14_1783,1563914,1564087,-,STM14_1783,,hypothetical protein,No COG annotation,A0A0F6B174
STM14_1784,1564099,1564224,+,STM14_1784,,hypothetical protein,No COG annotation,A0A0F6B175
STM14_1785,1564202,1565146,-,ydgH,,putative periplasmic protein,Function unknown,A0A0F6B176
STM14_1786,1565234,1565359,+,STM14_1786,,hypothetical protein,No COG annotation,A0A0F6B177
STM14_1787,1565673,1567202,+,pntA,,NAD(P) transhydrogenase subunit alpha,Energy production and conversion,A0A0F6B178
STM14_1788,1567213,1568601,+,pntB,,pyridine nucleotide transhydrogenase,Energy production and conversion,A0A0F6B179
STM14_1789,1568776,1569810,-,tqsA,,putative transport protein,Function unknown,A0A0F6B180
STM14_1790,1569946,1570116,+,STM14_1790,,hypothetical protein,No COG annotation,A0A0F6B181
STM14_1791,1570228,1570590,+,ydgF,,multidrug efflux system protein MdtJ,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B182
STM14_1792,1570577,1570906,+,ydgE,,multidrug efflux system protein MdtI,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B183
STM14_1793,1570946,1571767,-,STM14_1793,,putative protease,Cell wall/membrane/envelope biogenesis,A0A0F6B184
STM14_1794,1571734,1572027,-,STM14_1794,,hypothetical protein,No COG annotation,A0A0F6B185
STM14_1795,1572036,1572284,-,STM14_1795,,acid shock protein precursor,No COG annotation,A0A0F6B186
STM14_1796,1572462,1572653,-,STM14_1796,,hypothetical protein,No COG annotation,A0A0F6B187
STM14_1797,1572679,1573932,-,ynfM,,putative transport protein,Amino acid transport and metabolism,A0A0F6B188
STM14_1798,1574052,1574951,+,ynfL,,putative transcriptional regulator,Transcription,A0A0F6B189
STM14_1799,1575079,1576299,+,mlc,,pts operon transcriptional repressor,Carbohydrate transport and metabolism,A0A0F6B190
STM14_1800,1576425,1577120,+,bioD_2,,putative dithiobiotin synthetase,Coenzyme transport and metabolism,A0A0F6B191
STM14_1801,1577076,1578329,-,STM14_1801,,putative voltage-gated ClC-type chloride channel ClcB,Inorganic ion transport and metabolism,A0A0F6B192
STM14_1802,1578501,1579649,-,STM14_1802,,proline/glycine betaine transport system,Inorganic ion transport and metabolism,A0A0F6B193
STM14_1803,1579649,1580296,-,STM14_1803,,putative ABC transporter permease component,Inorganic ion transport and metabolism,A0A0F6B194
STM14_1804,1580306,1581208,-,STM14_1804,,putative ABC transporter periplasmic component,Cell wall/membrane/envelope biogenesis,A0A0F6B195
STM14_1805,1581237,1581947,-,STM14_1805,,putative transport system permease component,Inorganic ion transport and metabolism,A0A0F6B196
STM14_1806,1582252,1582866,-,ynfI,,twin-argninine leader-binding protein DmsD,Function unknown,A0A0F6B197
STM14_1807,1582909,1583766,-,STM14_1807,,putative dimethylsulfoxide reductase,Function unknown,A0A0F6B198
STM14_1808,1583768,1584385,-,STM14_1808,,putative dimethyl sulphoxide reductase,Energy production and conversion,A0A0F6B199
STM14_1809,1584396,1586831,-,STM14_1809,,putative dimethyl sulphoxide reductase,Energy production and conversion,A0A0F6B1A0
STM14_1810,1586812,1587033,-,STM14_1810,,putative dimethyl sulphoxide reductase subunit A,No COG annotation,A0A0F6B1A1
STM14_1811,1586930,1589371,-,STM14_1811,,putative dimethyl sulphoxide reductase chain A1,Energy production and conversion,A0A0F6B1A2
STM14_1812,1589525,1589833,-,ynfD,,putative outer membrane protein,Function unknown,A0A0F6B1A3
STM14_1813,1589937,1590647,+,ynfC,,hypothetical protein,Cell wall/membrane/envelope biogenesis,A0A0F6B1A4
STM14_1814,1590688,1591248,-,speG,,spermidine N1-acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0F6B1A5
STM14_1815,1591284,1591625,-,ynfB,,hypothetical protein,Function unknown,A0A0F6B1A6
STM14_1816,1591641,1591757,-,STM14_1816,,hypothetical protein,No COG annotation,A0A0F6B1A7
STM14_1817,1591778,1592104,+,ynfA,,hypothetical protein,Function unknown,A0A0F6B1A8
STM14_1818,1592226,1593440,+,rspA,,putative dehydratase,Cell wall/membrane/envelope biogenesis,A0A0F6B1A9
STM14_1819,1593451,1594470,+,rspB,,putative dehydrogenase,Amino acid transport and metabolism,A0A0F6B1B0
STM14_1821,1595845,1596036,+,STM14_1821,,putative membrane transport protein,No COG annotation,A0A0F6B1B1
STM14_1822,1596047,1597513,+,ydfI,,putative mannitol dehydrogenase,Energy production and conversion,A0A0F6B1B2
STM14_1823,1597580,1597783,-,ydfZ,,putative cytoplasmic protein,Function unknown,A0A0F6B1B3
STM14_1824,1597964,1598650,-,ydfH,,putative regulatory protein,Transcription,A0A0F6B1B4
STM14_1825,1598780,1599541,-,ydfG,,3-hydroxy acid dehydrogenase,Function unknown,A0A0F6B1B5
STM14_1826,1599665,1601707,+,dcp,,dipeptidyl carboxypeptidase II,Amino acid transport and metabolism,A0A0F6B1B6
STM14_1827,1601704,1601919,-,STM14_1827,,hypothetical protein,No COG annotation,A0A0F6B1B7
STM14_1828,1601786,1601923,+,STM14_1828,,peptidyl-dipeptidase dcp,No COG annotation,A0A0F6B1B8
STM14_1829,1602052,1602234,+,STM14_1829,,putative cytoplasmic protein,Function unknown,A0A0F6B1B9
STM14_1830,1602354,1602881,-,ydeJ,,competence damage-inducible protein A,Function unknown,A0A0F6B1C0
STM14_1831,1602970,1603068,-,STM14_1831,,hypothetical protein,No COG annotation,A0A0F6B1C1
STM14_1832,1603308,1603700,+,ydeI,,hypothetical protein,Function unknown,A0A0F6B1C2
STM14_1833,1603865,1604014,-,STM14_1833,,conserved hypothetical protein,No COG annotation,A0A0F6B1C3
STM14_1834,1604391,1605578,-,ydeE,,putative MFS-type transporter YdeE,Amino acid transport and metabolism,A0A0F6B1C4
STM14_1835,1605806,1606708,+,ydeD,,O-acetylserine/cysteine export protein,Amino acid transport and metabolism,A0A0F6B1C5
STM14_1836,1606827,1607042,-,marB,,hypothetical protein,Function unknown,A0A0F6B1C6
STM14_1837,1607071,1607454,-,marA,,DNA-binding transcriptional activator MarA,Transcription,A0A0F6B1C7
STM14_1838,1607474,1607908,-,marR,,DNA-binding transcriptional repressor MarR,Transcription,A0A0F6B1C8
STM14_1839,1608167,1608832,+,marC,,multiple drug resistance protein MarC,"Intracellular trafficking, secretion, and vesicular transport",A0A0F6B1C9
STM14_1840,1608879,1610069,-,ydeA,,sugar efflux transporter,Amino acid transport and metabolism,A0A0F6B1D0
STM14_1841,1610185,1611057,-,yneJ,,putative transcriptional regulator,Transcription,A0A0F6B1D1
STM14_1842,1611160,1612548,+,yneI,,putative succinate-semialdehyde dehydrogenase,Energy production and conversion,A0A0F6B1D2
STM14_1843,1612621,1613547,+,yneH,,glutaminase,Amino acid transport and metabolism,A0A0F6B1D3
STM14_1844,1613547,1613906,+,yneG,,putative cytoplasmic protein,Function unknown,A0A0F6B1D4
STM14_1845,1614130,1615077,+,STM14_1845,,putative inner membrane protein,Function unknown,A0A0F6B1D5
STM14_1846,1615133,1615675,-,STM14_1846,,putative outer membrane protein,Function unknown,A0A0F6B1D6
STM14_1847,1615524,1615850,+,STM14_1847,,putative inner membrane protein,No COG annotation,A0A0F6B1D7
STM14_1848,1616392,1617510,+,STM14_1848,,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,A0A0F6B1D8
STM14_1849,1617651,1617992,-,STM14_1849,,putative hydrogenase,Energy production and conversion,A0A0F6B1D9
STM14_1850,1618005,1618892,-,STM14_1850,,putative dehydrogenase protein,Energy production and conversion,A0A0F6B1E0
STM14_1851,1618880,1619941,-,STM14_1851,,putative hydrogenase,Energy production and conversion,A0A0F6B1E1
STM14_1852,1619959,1620369,-,STM14_1852,,putative hydrogenase,Function unknown,A0A0F6B1E2
STM14_1853,1620366,1620665,-,STM14_1853,,putative hydrogenase protein,"Post-translational modification, protein turnover,and chaperones",A0A0F6B1E3
STM14_1854,1620665,1621273,-,STM14_1854,,putative hydrogenase maturation protease,Amino acid transport and metabolism,A0A0F6B1E4
STM14_1855,1621279,1622022,-,STM14_1855,,putative Ni/Fe hydrogenase 1 b-type cytochrome subunit,Energy production and conversion,A0A0F6B1E5
STM14_1856,1621973,1623775,-,STM14_1856,,putative hydrogenase-1 large subunit,Energy production and conversion,A0A0F6B1E6
STM14_1857,1623778,1624881,-,STM14_1857,,putative hydrogenase-1 small subunit,Energy production and conversion,A0A0F6B1E7
STM14_1858,1625009,1625161,-,STM14_1858,,hypothetical protein,No COG annotation,A0A0F6B1E8
STM14_1859,1625310,1626401,+,STM14_1859,,putative hydrolase,Cell wall/membrane/envelope biogenesis,A0A0F6B1E9
STM14_1860,1626447,1627238,+,STM14_1860,,putative regulatory protein,Transcription,A0A0F6B1F0
STM14_1861,1627297,1628322,-,STM14_1861,,putative zinc-binding dehydrogenase,Amino acid transport and metabolism,A0A0F6B1F1
STM14_1862,1628297,1629583,-,STM14_1862,,putative transport protein,Carbohydrate transport and metabolism,A0A0F6B1F2
STM14_1863,1629760,1631316,-,pqaA,,PhoPQ-regulated protein,Function unknown,A0A0F6B1F3
STM14_1864,1631386,1632627,-,STM14_1864,,putative multidrug efflux protein,Amino acid transport and metabolism,A0A0F6B1F4
STM14_1865,1632617,1634125,-,STM14_1865,,hypothetical protein,Energy production and conversion,A0A0F6B1F5
STM14_1866,1634170,1634658,+,STM14_1866,,putative transcriptional regulator,Transcription,A0A0F6B1F6
STM14_1867,1634718,1634879,-,STM14_1867,,hypothetical protein,No COG annotation,A0A0F6B1F7
STM14_1868,1634851,1635930,+,STM14_1868,,putative S-adenosylmethionine/tRNA-ribosyltransferase-isomerase,Coenzyme transport and metabolism,A0A0F6B1F8
STM14_1869,1635982,1636371,-,STM14_1869,,putative translation initiation inhibitor,"Translation, ribosomal structure and biogenesis",A0A0F6B1F9
STM14_1870,1636542,1636826,-,STM14_1870,,putative cytoplasmic protein,"Cell cycle control, cell division, chromosome partitioning",A0A0F6B1G0
STM14_1871,1636816,1637064,-,STM14_1871,,putative cytoplasmic protein,"Cell cycle control, cell division, chromosome partitioning",A0A0F6B1G1
STM14_1872,1637216,1637431,+,STM14_1872,,putative phage-related secreted protein,Cell motility,A0A0F6B1G2
STM14_1873,1637421,1637753,+,STM14_1873,,hypothetical protein,Function unknown,A0A0F6B1G3
STM14_1874,1637896,1638804,+,STM14_1874,,putative cytoplasmic protein,Function unknown,A0A0F6B1G4
STM14_1875,1638797,1639574,-,STM14_1875,,,"Replication, recombination and repair",
STM14_1876,1639903,1640112,-,STM14_1876,,hypothetical protein,No COG annotation,A0A0F6B1G5
STM14_1877,1640382,1641848,-,STM14_1877,,putative coiled-coil protein,No COG annotation,A0A0F6B1G6
STM14_1878,1642107,1643114,+,STM14_1878,,putative transcriptional regulator,Transcription,A0A0F6B1G7
STM14_1879,1643258,1644709,+,STM14_1879,,putative Na+/H+ antiporter,Energy production and conversion,A0A0F6B1G8
STM14_1880,1644722,1645924,+,STM14_1880,,putative aminotransferase,Amino acid transport and metabolism,A0A0F6B1G9
STM14_1881,1646037,1648112,-,STM14_1881,,putative glycosyl hydrolase,Carbohydrate transport and metabolism,A0A0F6B1H0
STM14_1882,1648169,1650697,-,STM14_1882,,putative glycosyl hydrolase,Carbohydrate transport and metabolism,A0A0F6B1H1
STM14_1883,1650694,1652478,-,STM14_1883,,putative alpha amylase,Carbohydrate transport and metabolism,A0A0F6B1H2
STM14_1884,1652607,1653392,-,STM14_1884,,putative lipoprotein,Function unknown,A0A0F6B1H3
STM14_1885,1653535,1653864,-,hdeB,,acid-resistance protein,Cell wall/membrane/envelope biogenesis,A0A0F6B1H4
STM14_1886,1654214,1654645,-,osmC,,putative envelope protein,"Post-translational modification, protein turnover,and chaperones",A0A0F6B1H5
STM14_1887,1655158,1655373,+,yddX,,biofilm-dependent modulation protein,Function unknown,A0A0F6B1H6
STM14_1888,1655468,1655611,+,rpsV,,30S ribosomal subunit S22,"Translation, ribosomal structure and biogenesis",A0A0F6B1H7
STM14_1889,1655788,1657485,+,sfcA,,malate dehydrogenase,Energy production and conversion,A0A0F6B1H8
STM14_1890,1657503,1657634,+,STM14_1890,,hypothetical protein,No COG annotation,A0A0F6B1H9
STM14_1891,1657771,1658781,+,adhP,,alcohol dehydrogenase,Function unknown,A0A0F6B1I0
STM14_1892,1658872,1659528,-,fdnI,,formate dehydrogenase-N subunit gamma,Energy production and conversion,A0A0F6B1I1
STM14_1893,1659521,1660405,-,fdnH,,formate dehydrogenase-N beta subunit,Energy production and conversion,A0A0F6B1I2
STM14_1894,1660419,1663466,-,fdnG,,formate dehydorgenase-N alpha subunit,Energy production and conversion,A0A0F6B1I3
STM14_1895,1663489,1663641,+,STM14_1895,,hypothetical protein,No COG annotation,A0A0F6B1I4
STM14_1896,1663744,1664625,+,yddG,,hypothetical protein,Amino acid transport and metabolism,D0ZXP9
STM14_1897,1664885,1665067,-,STM14_1897,,hypothetical protein,No COG annotation,A0A0F6B1I5
STM14_1898,1665150,1666238,+,nmpC,,putative outer membrane porin precursor,Cell wall/membrane/envelope biogenesis,D0ZXQ1
STM14_1899,1666322,1666762,+,STM14_1899,,putative cytoplasmic protein,Function unknown,A0A0F6B1I6
STM14_1900,1666787,1668274,-,smvA,,methyl viologen resistance,Amino acid transport and metabolism,D0ZXQ3
STM14_1901,1668391,1668969,+,STM14_1901,,putative transcriptional regulator,Transcription,A0A0F6B1I7
STM14_1902,1668962,1669093,+,STM14_1902,,hypothetical protein,No COG annotation,A0A0F6B1I8
STM14_1903,1669184,1670572,+,narU,,nitrate extrusion protein,Inorganic ion transport and metabolism,A0A0F6B1I9
STM14_1904,1670559,1670702,-,STM14_1904,,hypothetical protein,No COG annotation,A0A0F6B1J0
STM14_1905,1670664,1674404,+,narZ,,nitrate reductase 2 alpha subunit,Energy production and conversion,A0A0F6B1J1
STM14_1906,1674401,1675945,+,narY,,nitrate reductase 2 beta subunit,Energy production and conversion,A0A0F6B1J2
STM14_1907,1675945,1676640,+,narW,,nitrate reductase 2 delta subunit,Energy production and conversion,A0A0F6B1J3
STM14_1908,1676637,1677317,+,narV,,nitrate reductase 2 gamma subunit,Energy production and conversion,A0A0F6B1J4
STM14_1909,1677423,1678316,+,yddE,,hypothetical protein,Function unknown,A0A0F6B1J5
STM14_1910,1678352,1679197,-,nhoA,,putative arylamine N-acetyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0F6B1J6
STM14_1911,1679194,1679457,-,STM14_1911,,hypothetical protein,No COG annotation,A0A0F6B1J7
STM14_1912,1679481,1680113,-,STM14_1912,,putative cytoplasmic protein,No COG annotation,D0ZXR5
STM14_1913,1680178,1680390,+,STM14_1913,,hypothetical protein,No COG annotation,A0A0F6B1J8
STM14_1914,1680335,1680472,-,STM14_1914,,hypothetical protein,No COG annotation,A0A0F6B1J9
STM14_1915,1680342,1680476,+,STM14_1915,,hypothetical protein,No COG annotation,A0A0F6B1K0
STM14_1916,1680626,1682119,+,ansP,,L-asparagine transport protein,Amino acid transport and metabolism,A0A0F6B1K1
STM14_1917,1682196,1682417,-,STM14_1917,,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0F6B1K2
