,gene_id,gene_ontology
1821,UniProtKB:Q8ZLR1|PTN002023120,cytosine transport
1822,UniProtKB:Q8ZLR1|PTN002023120,cytosine transmembrane transporter activity
1823,UniProtKB:Q8ZLR1|PTN002023120,plasma membrane
1824,UniProtKB:Q8ZLR4|PTN001732743,glutamate biosynthetic process
1825,UniProtKB:Q8ZLR4|PTN001732743,ammonia assimilation cycle
1826,UniProtKB:Q8ZLR4|PTN001732743,glutamate synthase activity
1827,UniProtKB:Q8ZLR4|PTN001732743,oxidoreductase activity
1828,UniProtKB:Q8ZLR9|PTN002194469,cell outer membrane
1829,UniProtKB:Q8ZLR9|PTN002194469,glycolipid transfer activity
1830,UniProtKB:Q8ZLR9|PTN002194469,lipopolysaccharide transport
1831,UniProtKB:Q8ZLR9|PTN002194469,outer membrane-bounded periplasmic space
1832,UniProtKB:Q8ZLS2|PTN001652892,"calcium, potassium:sodium antiporter activity"
1833,UniProtKB:Q8ZLS2|PTN001652892,calcium ion transmembrane transport
1834,UniProtKB:Q8ZLS2|PTN001652892,cellular calcium ion homeostasis
1835,UniProtKB:Q8ZLS2|PTN001652892,calcium channel activity
1836,UniProtKB:Q8ZLS2|PTN001652892,integral component of plasma membrane
1837,UniProtKB:Q8ZM45|PTN001667705,nucleoside-triphosphate diphosphatase activity
1838,UniProtKB:Q8ZM45|PTN001667705,cytoplasm
1839,UniProtKB:Q8ZM45|PTN001667705,nucleoside triphosphate catabolic process
1840,UniProtKB:Q8ZM45|PTN001667705,cytosol
1841,UniProtKB:Q8ZLS6|PTN002011455,serine-type carboxypeptidase activity
1842,UniProtKB:Q8ZLS6|PTN002011455,peptidoglycan metabolic process
1843,UniProtKB:Q8ZLS6|PTN002011455,proteolysis
1844,UniProtKB:Q8ZLS7|PTN001657530,rRNA (uridine-2'-O-)-methyltransferase activity
1845,UniProtKB:Q8ZLS7|PTN001657530,RNA methylation
1846,UniProtKB:Q8ZLS7|PTN001657530,RNA methyltransferase activity
1847,UniProtKB:Q8ZM50|PTN002118080,rRNA 5'-end processing
1848,UniProtKB:Q8ZM51|PTN002017271,cytosol
1849,UniProtKB:Q8ZLT2|PTN001788725,tRNA modification
1850,UniProtKB:Q8ZLT2|PTN001788725,pseudouridine synthase activity
1851,UniProtKB:Q8ZLT2|PTN001788725,mRNA pseudouridine synthesis
1852,UniProtKB:Q8ZLT3|PTN001679182,RNA catabolic process
1853,UniProtKB:Q8ZLT3|PTN001679182,3'-5'-exoribonuclease activity
1854,UniProtKB:Q8ZLT3|PTN001679182,cytosol
1855,UniProtKB:Q8ZLT3|PTN001679182,polyribonucleotide nucleotidyltransferase activity
1856,UniProtKB:Q8ZLT8|PTN002013880,cytosol
1857,UniProtKB:Q8ZLU4|PTN002210982,enzyme regulator activity
1858,UniProtKB:Q8ZLU4|PTN002210982,periplasmic side of cell outer membrane
1859,UniProtKB:Q8ZLU4|PTN002210982,peptidoglycan biosynthetic process
1860,UniProtKB:Q8ZM65|PTN001953272,transmembrane transporter activity
1861,UniProtKB:Q8ZM65|PTN001953272,transmembrane transport
1862,UniProtKB:Q8ZM65|PTN001953272,plasma membrane
1863,UniProtKB:Q8ZM66|PTN002127896,plasma membrane
1864,UniProtKB:Q8ZLU8|PTN002203923,plasma membrane
1865,UniProtKB:Q8ZM69|PTN001662317,glyoxylate reductase (NADP) activity
1866,UniProtKB:Q8ZM69|PTN001662317,cytosol
1867,UniProtKB:Q8ZM69|PTN001662317,hydroxypyruvate reductase activity
1868,UniProtKB:Q8ZM70|PTN001917053,folic acid-containing compound biosynthetic process
1869,UniProtKB:Q8ZM70|PTN001917053,tetrahydrofolate interconversion
1870,UniProtKB:Q8ZM70|PTN001917053,5-formyltetrahydrofolate cyclo-ligase activity
1871,UniProtKB:Q8ZLV1|PTN002091297,phosphoenolpyruvate-dependent sugar phosphotransferase system
1872,UniProtKB:Q8ZLV1|PTN002091297,integral component of plasma membrane
1873,UniProtKB:Q8ZM72|PTN001651041,peptidase activity
1874,UniProtKB:Q8ZM72|PTN001651041,cytosol
1875,UniProtKB:Q8ZM72|PTN001651041,aminopeptidase activity
1876,UniProtKB:Q8ZM73|PTN001789733,2-octaprenyl-6-methoxyphenol hydroxylase activity
1877,UniProtKB:Q8ZM73|PTN001789733,ubiquinone biosynthetic process
1878,UniProtKB:Q8ZM73|PTN001789733,oxidoreductase activity
1879,UniProtKB:Q8ZLV4|PTN001633876,phosphofructokinase activity
1880,UniProtKB:Q8ZLV4|PTN001633876,1-phosphofructokinase activity
1881,UniProtKB:Q8ZLV4|PTN001633876,cytosol
1882,UniProtKB:Q8ZM80|PTN001861405,iron-sulfur cluster assembly
1883,UniProtKB:Q8ZLW2|PTN002014975,formate C-acetyltransferase activity
1884,UniProtKB:Q8ZLW2|PTN002014975,threonine catabolic process
1885,UniProtKB:Q8ZLW2|PTN002014975,cytosol
1886,UniProtKB:Q8ZLW3|PTN002014805,L-serine ammonia-lyase activity
1887,UniProtKB:Q8ZM89|PTN002123755,cell adhesion
1888,UniProtKB:Q8ZM89|PTN002123755,cell adhesion involved in single-species biofilm formation
1889,UniProtKB:Q8ZM89|PTN002123755,pilus organization
1890,UniProtKB:Q8ZM89|PTN002123755,pilus
1891,UniProtKB:Q8ZLX4|PTN002017546,plasma membrane
1892,UniProtKB:Q8ZLX6|PTN001875930,"fatty acid beta-oxidation, unsaturated, even number, reductase/isomerase pathway"
1893,UniProtKB:Q8ZLX6|PTN001875930,"2,4-dienoyl-CoA reductase (NADPH) activity"
1894,UniProtKB:Q8ZLX7|PTN001736430,pyridoxal phosphate binding
1895,UniProtKB:Q8ZLX7|PTN001736430,putrescine catabolic process
1896,UniProtKB:Q8ZLX7|PTN001736430,"butane-1,4-diamine:2-oxoglutarate aminotransferase activity"
1897,UniProtKB:Q8ZLX7|PTN001736430,identical protein binding
1898,UniProtKB:Q8ZM98|PTN002213147,metal ion binding
1899,UniProtKB:Q8ZM98|PTN002213147,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity
1900,UniProtKB:Q8ZM98|PTN002213147,D-glucuronate catabolic process
1901,UniProtKB:Q8ZM98|PTN002213147,D-galacturonate catabolic process
1902,UniProtKB:Q8ZLX9|PTN002079609,transmembrane signaling receptor activity
1903,UniProtKB:Q8ZLX9|PTN002079609,chemotaxis
1904,UniProtKB:Q8ZLX9|PTN002079609,integral component of plasma membrane
1905,UniProtKB:Q8ZLY1|PTN002014305,FAD binding
1906,UniProtKB:Q8ZLY1|PTN002014305,ferric-chelate reductase (NADPH) activity
1907,UniProtKB:Q8ZLY1|PTN002014305,cellular response to iron ion starvation
1908,UniProtKB:Q8ZLY1|PTN002014305,siderophore transport
1909,UniProtKB:Q8ZLY1|PTN002014305,iron import into cell
1910,UniProtKB:Q8ZLY6|PTN002024543,[glutamate-ammonia-ligase] adenylyltransferase activity
1911,UniProtKB:Q8ZLY6|PTN002024543,cytosol
1912,UniProtKB:Q8ZLY6|PTN002024543,regulation of glutamine family amino acid metabolic process
1913,UniProtKB:Q8ZLY9|PTN002211007,cytosol
1914,UniProtKB:Q8ZLZ6|PTN001768620,cell wall modification
1915,UniProtKB:Q8ZMA3|PTN002014000,"regulation of transcription, DNA-templated"
1916,UniProtKB:Q8ZMA3|PTN002014000,transcription regulatory region sequence-specific DNA binding
1917,UniProtKB:Q8ZMA3|PTN002014000,DNA-binding transcription factor activity
1918,UniProtKB:Q8ZMA9|PTN001694684,cytosol
1919,UniProtKB:Q8ZMA9|PTN001694684,dTMP biosynthetic process
1920,UniProtKB:Q8ZMA9|PTN001694684,thymidylate synthase activity
1921,UniProtKB:Q8ZMB9|PTN002018892,N-acetylmuramoyl-L-alanine amidase activity
1922,UniProtKB:Q8ZMB9|PTN002018892,cytokinesis
1923,UniProtKB:Q8ZMB9|PTN002018892,outer membrane-bounded periplasmic space
1924,UniProtKB:Q8ZMF5|PTN001897440,sulfur compound metabolic process
1925,UniProtKB:Q8ZMI9|PTN001687444,plasma membrane
1926,UniProtKB:Q8ZMK1|PTN002220604,kinase activity
1927,UniProtKB:Q8ZMK1|PTN002220604,phosphoenolpyruvate-dependent sugar phosphotransferase system
1928,UniProtKB:Q8ZMK6|PTN001717716,aminoacyl-tRNA editing activity
1929,UniProtKB:Q8ZMK6|PTN001717716,"negative regulation of transcription, DNA-templated"
1930,UniProtKB:Q8ZMK6|PTN001717716,cytosol
1931,UniProtKB:Q8ZMK6|PTN001717716,ATP binding
1932,UniProtKB:Q8ZMK6|PTN001717716,alanine-tRNA ligase activity
1933,UniProtKB:Q8ZMK6|PTN001717716,alanyl-tRNA aminoacylation
1934,UniProtKB:Q8ZMK6|PTN001717716,amino acid binding
1935,UniProtKB:Q8ZMK6|PTN001717716,tRNA modification
1936,UniProtKB:Q8ZN10|PTN002166706,metalloexopeptidase activity
1937,UniProtKB:Q8ZN10|PTN002166706,zinc ion binding
1938,UniProtKB:Q8ZMP5|PTN002016718,peptide transport
1939,UniProtKB:Q8ZMP5|PTN002016718,outer membrane-bounded periplasmic space
1940,UniProtKB:Q8ZMP5|PTN002016718,peptide transmembrane transporter activity
1941,UniProtKB:Q8ZMP9|PTN002170092,L-ascorbic acid catabolic process
1942,UniProtKB:Q8ZMP9|PTN002170092,3-dehydro-L-gulonate-6-phosphate decarboxylase activity
1943,UniProtKB:Q8ZN23|PTN001856898,NADP binding
1944,UniProtKB:Q8ZN23|PTN001856898,2-dehydropantoate 2-reductase activity
1945,UniProtKB:Q8ZN24|PTN002021444,"regulation of transcription, DNA-templated"
1946,UniProtKB:Q8ZN24|PTN002021444,DNA-binding transcription factor activity
1947,UniProtKB:Q8ZN33|PTN001704044,integral component of plasma membrane
1948,UniProtKB:Q8ZN33|PTN001704044,oligopeptide transmembrane transporter activity
1949,UniProtKB:Q8ZN33|PTN001704044,dipeptide transmembrane transporter activity
1950,UniProtKB:Q8ZN33|PTN001704044,peptide transmembrane transporter activity
1951,UniProtKB:Q8ZN33|PTN001704044,integral component of membrane
1952,UniProtKB:Q8ZN33|PTN001704044,tripeptide transmembrane transporter activity
1953,UniProtKB:Q8ZN33|PTN001704044,peptide:proton symporter activity
1954,UniProtKB:Q8ZN33|PTN001704044,plasma membrane
1955,UniProtKB:Q8ZN35|PTN004709398,DNA-binding transcription factor activity
1956,UniProtKB:Q8ZN35|PTN004709398,transcription regulatory region sequence-specific DNA binding
1957,UniProtKB:Q8ZN35|PTN004709398,DNA-binding transcription activator activity
1958,UniProtKB:Q8ZN35|PTN004709398,phosphorelay response regulator activity
1959,UniProtKB:Q8ZN35|PTN004709398,cytosol
1960,UniProtKB:Q8ZN35|PTN004709398,protein-DNA complex
1961,UniProtKB:Q8ZN42|PTN001834306,cytosol
1962,UniProtKB:Q8ZMS6|PTN002195224,SOS response
1963,UniProtKB:Q8ZMS6|PTN002195224,enzyme binding
1964,UniProtKB:Q8ZN50|PTN002211292,dimethyl sulfoxide reductase complex
1965,UniProtKB:Q8ZN50|PTN002211292,dimethyl sulfoxide reductase activity
1966,UniProtKB:Q8ZN50|PTN002211292,anaerobic respiration
1967,UniProtKB:Q8ZN50|PTN002211292,plasma membrane
1968,UniProtKB:Q8ZN60|PTN001728963,GMP synthase (glutamine-hydrolyzing) activity
1969,UniProtKB:Q8ZN60|PTN001728963,GMP synthase activity
1970,UniProtKB:Q8ZN60|PTN001728963,GMP biosynthetic process
1971,UniProtKB:Q8ZN60|PTN001728963,cytosol
1972,UniProtKB:Q8ZN75|PTN001663589,FtsZ-dependent cytokinesis
1973,UniProtKB:Q8ZN75|PTN001663589,cytosol
1974,UniProtKB:Q8ZN75|PTN001663589,succinyl-diaminopimelate desuccinylase activity
1975,UniProtKB:Q8ZN75|PTN001663589,lysine biosynthetic process via diaminopimelate
1976,UniProtKB:Q8ZN94|PTN001726642,purine-nucleoside phosphorylase activity
1977,UniProtKB:Q8ZN94|PTN001726642,cytoplasm
1978,UniProtKB:Q8ZMX5|PTN002409431,amino acid transport
1979,UniProtKB:Q8ZMX5|PTN002409431,integral component of plasma membrane
1980,UniProtKB:Q8ZMX5|PTN002409431,cysteine transmembrane transporter activity
1981,UniProtKB:Q8ZMX5|PTN002409431,cysteine export across plasma membrane
1982,UniProtKB:Q8ZMX5|PTN002409431,amino acid transmembrane transporter activity
1983,UniProtKB:Q8ZN96|PTN002017747,"regulation of transcription, DNA-templated"
1984,UniProtKB:Q8ZN96|PTN002017747,protein-DNA complex
1985,UniProtKB:Q8ZN96|PTN002017747,DNA-binding transcription factor activity
1986,UniProtKB:Q8ZN96|PTN002017747,bacterial-type cis-regulatory region sequence-specific DNA binding
1987,UniProtKB:Q8ZND0|PTN001681129,glutathione metabolic process
1988,UniProtKB:Q8ZND0|PTN001681129,glutathione transferase activity
1989,UniProtKB:Q8ZND0|PTN001681129,maleylacetoacetate isomerase activity
1990,UniProtKB:Q8ZND0|PTN001681129,L-phenylalanine catabolic process
1991,UniProtKB:Q8ZNH0|PTN001704481,intrinsic component of membrane
1992,UniProtKB:Q8ZNH0|PTN001704481,transmembrane transporter activity
1993,UniProtKB:Q8ZNH0|PTN001704481,plasma membrane
1994,UniProtKB:Q8ZNH3|PTN001952824,ATPase-coupled transmembrane transporter activity
1995,UniProtKB:Q8ZNH3|PTN001952824,ATP-binding cassette (ABC) transporter complex
1996,UniProtKB:Q8ZNH3|PTN001952824,ATP binding
1997,UniProtKB:Q8ZNL9|PTN002017548,plasma membrane
1998,UniProtKB:Q8ZNL9|PTN002017548,response to drug
1999,UniProtKB:Q8ZNM0|PTN001702245,cytidine deaminase activity
2000,UniProtKB:Q8ZNM0|PTN001702245,cytidine deamination
2001,UniProtKB:Q8ZNM0|PTN001702245,zinc ion binding
2002,UniProtKB:Q8ZNM0|PTN001702245,cytosol
2003,UniProtKB:Q8XF64|PTN002012665,ATP-binding cassette (ABC) transporter complex
2004,UniProtKB:Q8XGS7|PTN002195222,enzyme binding
2005,UniProtKB:Q8XGS7|PTN002195222,SOS response
2006,UniProtKB:P14062|PTN001721003,"pentose-phosphate shunt, oxidative branch"
2007,UniProtKB:P14062|PTN001721003,D-gluconate catabolic process
2008,UniProtKB:P14062|PTN001721003,NADP binding
2009,UniProtKB:P14062|PTN001721003,cytosol
2010,UniProtKB:P14062|PTN001721003,phosphogluconate dehydrogenase (decarboxylating) activity
2011,UniProtKB:P20506|PTN001618450,L-threonine ammonia-lyase activity
2012,UniProtKB:P20506|PTN001618450,threonine catabolic process
2013,UniProtKB:P20506|PTN001618450,isoleucine biosynthetic process
2014,UniProtKB:P20506|PTN001618450,threonine metabolic process
2015,UniProtKB:P0DMP3|PTN002412025,S-adenosyl-L-methionine binding
2016,UniProtKB:P0DMP3|PTN002412025,mismatch repair
2017,UniProtKB:P0DMP3|PTN002412025,sequence-specific DNA binding
2018,UniProtKB:P0DMP3|PTN002412025,site-specific DNA-methyltransferase (adenine-specific) activity
2019,UniProtKB:P0DM80|PTN002401335,plasma membrane
2020,UniProtKB:P0DM80|PTN002401335,phosphorelay signal transduction system
2021,UniProtKB:P0DM78|PTN002403602,protein-DNA complex
2022,UniProtKB:P0DM78|PTN002403602,phosphorelay response regulator activity
2023,UniProtKB:P0DM78|PTN002403602,transcription regulatory region sequence-specific DNA binding
2024,UniProtKB:P0DM78|PTN002403602,DNA-binding transcription activator activity
2025,UniProtKB:P0DM78|PTN002403602,cytosol
2026,UniProtKB:P0DM78|PTN002403602,DNA-binding transcription factor activity
2027,UniProtKB:P43020|PTN002121270,carbohydrate binding
2028,UniProtKB:P43015|PTN008296451,transcription regulatory region sequence-specific DNA binding
2029,UniProtKB:P43015|PTN008296451,phosphorelay response regulator activity
2030,UniProtKB:P43015|PTN008296451,DNA-binding transcription factor activity
2031,UniProtKB:P43015|PTN008296451,protein-DNA complex
2032,UniProtKB:P43015|PTN008296451,DNA-binding transcription activator activity
2033,UniProtKB:P43015|PTN008296451,cytosol
2034,UniProtKB:Q8ZJW1|PTN001600228,cytosol
2035,UniProtKB:Q8ZK95|PTN002013093,ligase activity
2036,UniProtKB:P66170|PTN001657119,cytosolic large ribosomal subunit
2037,UniProtKB:Q7CPT2|PTN002022992,fructuronate reductase activity
2038,UniProtKB:Q7CPT2|PTN002022992,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
2039,UniProtKB:Q7CPT2|PTN002022992,D-glucuronate catabolic process
2040,UniProtKB:Q7CR30|PTN001715885,"negative regulation of transcription, DNA-templated"
2041,UniProtKB:Q7CR96|PTN001696705,nucleotide catabolic process
2042,UniProtKB:Q7CR96|PTN001696705,5'-nucleotidase activity
2043,UniProtKB:Q7CR96|PTN001696705,UDP-sugar diphosphatase activity
2044,UniProtKB:Q7CR96|PTN001696705,outer membrane-bounded periplasmic space
2045,UniProtKB:Q56109|PTN002203491,cellular protein modification process
2046,UniProtKB:Q56109|PTN002203491,FMN binding
2047,UniProtKB:Q56108|PTN002155640,cell redox homeostasis
2048,UniProtKB:Q56108|PTN002155640,electron transfer activity
2049,UniProtKB:Q56078|PTN002024367,glucan catabolic process
2050,UniProtKB:Q56078|PTN002024367,beta-glucosidase activity
2051,UniProtKB:Q56073|PTN001834362,cytosol
2052,UniProtKB:Q56067|PTN001658613,cytoplasm
2053,UniProtKB:Q56067|PTN001658613,nucleotidyltransferase activity
2054,UniProtKB:Q56067|PTN001658613,cytosol
2055,UniProtKB:Q56066|PTN001609986,cytoplasm
2056,UniProtKB:Q56066|PTN001609986,molybdopterin adenylyltransferase activity
2057,UniProtKB:Q56066|PTN001609986,molybdopterin cofactor biosynthetic process
2058,UniProtKB:Q56066|PTN001609986,molybdopterin molybdotransferase activity
2059,UniProtKB:Q56066|PTN001609986,molybdenum incorporation into molybdenum-molybdopterin complex
2060,UniProtKB:Q56066|PTN001609986,Mo-molybdopterin cofactor biosynthetic process
2061,UniProtKB:Q56066|PTN001609986,cytosol
2062,UniProtKB:Q56064|PTN002211310,intrinsic component of plasma membrane
2063,UniProtKB:Q56064|PTN002211310,siderophore metabolic process
2064,UniProtKB:Q56064|PTN002211310,holo-[acyl-carrier-protein] synthase activity
2065,UniProtKB:Q56062|PTN001855086,methylisocitrate lyase activity
2066,UniProtKB:Q56062|PTN001855086,"propionate catabolic process, 2-methylcitrate cycle"
2067,UniProtKB:Q56057|PTN001702661,cytosol
2068,UniProtKB:Q56057|PTN001702661,ribosomal small subunit assembly
2069,UniProtKB:Q56057|PTN001702661,ribosomal small subunit binding
2070,UniProtKB:Q56057|PTN001702661,rRNA binding
2071,UniProtKB:Q56056|PTN001676851,double-stranded RNA binding
2072,UniProtKB:Q56056|PTN001676851,ribonuclease III activity
2073,UniProtKB:Q56056|PTN001676851,RNA processing
2074,UniProtKB:Q56017|PTN001801096,error-free translesion synthesis
2075,UniProtKB:P43669|PTN002078874,signal transduction
2076,UniProtKB:P43669|PTN002078874,outer membrane-bounded periplasmic space
2077,UniProtKB:P43669|PTN002078874,endopeptidase activity
2078,UniProtKB:P43666|PTN002019547,plasma membrane
2079,UniProtKB:P43666|PTN002019547,lipopolysaccharide core region biosynthetic process
2080,UniProtKB:P43666|PTN002019547,phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase activity
2081,UniProtKB:P43666|PTN002019547,lipid A biosynthetic process
2082,UniProtKB:P43664|PTN002123724,cell adhesion involved in single-species biofilm formation
2083,UniProtKB:P43664|PTN002123724,pilus
2084,UniProtKB:P43664|PTN002123724,cell adhesion
2085,UniProtKB:P43664|PTN002123724,pilus organization
2086,UniProtKB:P43663|PTN005002650,pilus organization
2087,UniProtKB:P43663|PTN005002650,cell adhesion involved in single-species biofilm formation
2088,UniProtKB:P43663|PTN005002650,cell adhesion
2089,UniProtKB:P43663|PTN005002650,pilus
2090,UniProtKB:P43662|PTN002019705,cell outer membrane
2091,UniProtKB:P43662|PTN002019705,pilus assembly
2092,UniProtKB:P43662|PTN002019705,fimbrial usher porin activity
2093,UniProtKB:P43660|PTN002123771,cell adhesion involved in single-species biofilm formation
2094,UniProtKB:P43660|PTN002123771,pilus
2095,UniProtKB:P43660|PTN002123771,pilus organization
2096,UniProtKB:P43660|PTN002123771,cell adhesion
2097,UniProtKB:P65973|PTN002211396,regulation of DNA recombination
2098,UniProtKB:P65973|PTN002211396,bacterial nucleoid
2099,UniProtKB:P65973|PTN002211396,double-stranded DNA binding
2100,UniProtKB:P0A2U2|PTN001854955,SOS response
2101,UniProtKB:P0A2U2|PTN001854955,C-terminal protein amino acid modification
2102,UniProtKB:P0A2U2|PTN001854955,ribosomal S6-glutamic acid ligase activity
2103,UniProtKB:P0A2U2|PTN001854955,cytoplasm
2104,UniProtKB:P0A2U2|PTN001854955,"ligase activity, forming carbon-nitrogen bonds"
2105,UniProtKB:P0A2T8|PTN001977617,cytosol
2106,UniProtKB:P0A2T8|PTN001977617,DNA-binding transcription factor activity
2107,UniProtKB:P0A2T6|PTN001977602,DNA-binding transcription factor activity
2108,UniProtKB:P0A2T6|PTN001977602,cytosol
2109,UniProtKB:P0A2T4|PTN002109476,response to stress
2110,UniProtKB:P0A2T4|PTN002109476,"regulation of transcription, DNA-templated"
2111,UniProtKB:P0A2T4|PTN002109476,transcription regulatory region sequence-specific DNA binding
2112,UniProtKB:P0A2S0|PTN002014223,cytosol
2113,UniProtKB:P0A2S0|PTN002014223,response to leucine
2114,UniProtKB:P0A2S0|PTN002014223,sequence-specific DNA binding
2115,UniProtKB:P0A2S0|PTN002014223,response to amino acid
2116,UniProtKB:P0A2S0|PTN002014223,alanine catabolic process
2117,UniProtKB:P0A2R8|PTN001852998,nickel cation transmembrane transporter activity
2118,UniProtKB:P0A2R8|PTN001852998,magnesium ion transmembrane transporter activity
2119,UniProtKB:P0A2R8|PTN001852998,cobalt ion transmembrane transporter activity
2120,UniProtKB:P0A2R4|PTN001834524,DNA-directed 5'-3' RNA polymerase activity
2121,UniProtKB:P0A2Q4|PTN002013569,transcription regulatory region sequence-specific DNA binding
2122,UniProtKB:P0A2Q4|PTN002013569,"regulation of transcription, DNA-templated"
2123,UniProtKB:P0A2Q0|PTN002023390,"regulation of transcription, DNA-templated"
2124,UniProtKB:P0A2Q0|PTN002023390,DNA-binding transcription factor activity
2125,UniProtKB:P0A2P8|PTN002014051,"regulation of transcription, DNA-templated"
2126,UniProtKB:P0A2P8|PTN002014051,transcription regulatory region sequence-specific DNA binding
2127,UniProtKB:P0A2P8|PTN002014051,DNA-binding transcription factor activity
2128,UniProtKB:P0A2P2|PTN001600114,tryptophanyl-tRNA aminoacylation
2129,UniProtKB:P0A2P2|PTN001600114,tryptophan-tRNA ligase activity
2130,UniProtKB:P0A2P2|PTN001600114,cytosol
2131,UniProtKB:P0A2P0|PTN002773557,cytosol
2132,UniProtKB:P0A2N6|PTN002446053,integral component of plasma membrane
2133,UniProtKB:P0A2N6|PTN002446053,division septum assembly
2134,UniProtKB:P0A2N6|PTN002446053,cell division site
