,gene_id,gene_ontology
2295,STM0338,fimbrial usher porin activity
2296,STM0338,cell outer membrane
2297,STM0351,xenobiotic transmembrane transporter activity
2298,STM0351,plasma membrane
2302,STM0353,"copper transmembrane transporter activity, phosphorylative mechanism"
2303,STM0356,plasma membrane
2304,STM0356,carboxylic acid transport
2305,STM0356,carboxylic acid transmembrane transporter activity
2306,STM0360,plasma membrane
2307,STM0360,aerobic electron transport chain
2308,STM0360,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
2309,STM0360,electron transfer activity
2310,STM0360,heme binding
2311,STM0360,cytochrome complex
2312,STM0361,electron transfer activity
2313,STM0361,aerobic electron transport chain
2314,STM0361,cytochrome complex
2315,STM0361,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
2316,STM0365,amino acid transmembrane transporter activity
2317,STM0365,amino acid transport
2318,STM0365,integral component of plasma membrane
2319,STM0386,L-proline biosynthetic process
2320,STM0386,pyrroline-5-carboxylate reductase activity
2324,STM0396,exodeoxyribonuclease activity
2325,STM0396,DNA repair
2326,STM0396,DNA binding
2327,STM0396,DNA replication termination
2328,STM0398,phosphoprotein phosphatase activity
2329,STM0398,integral component of membrane
2330,STM0398,phosphorelay sensor kinase activity
2331,STM0398,plasma membrane
2332,STM0398,cellular response to phosphate starvation
2333,STM0404,queuosine biosynthetic process
2334,STM0404,S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
2335,STM0404,tRNA wobble guanine modification
2336,STM0405,cytosol
2337,STM0405,tRNA wobble guanine modification
2338,STM0405,cytoplasm
2339,STM0405,queuosine biosynthetic process
2340,STM0407,protein transport
2341,STM0418,cytosol
2342,STM0422,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
2343,STM0422,cytosol
2344,STM0422,1-deoxy-D-xylulose-5-phosphate synthase activity
2345,STM0422,"transferase activity, transferring aldehyde or ketonic groups"
2346,STM0423,prenyltransferase activity
2347,STM0438,ubiquitin-protein transferase activity
2348,STM0438,ubiquitin-dependent ERAD pathway
2349,STM0439,farnesyltranstransferase activity
2350,STM0439,cellular respiration
2351,STM0439,heme biosynthetic process
2352,STM0441,oxidoreduction-driven active transmembrane transporter activity
2353,STM0441,aerobic electron transport chain
2354,STM0441,cytochrome o ubiquinol oxidase complex
2355,STM0441,electron transfer activity
2356,STM0441,aerobic respiration
2357,STM0441,integral component of plasma membrane
2358,STM0441,cytochrome bo3 ubiquinol oxidase activity
2359,STM0441,electron transport coupled proton transport
2360,STM0444,solute:proton symporter activity
2361,STM0444,peptidoglycan transport
2362,STM0449,protein catabolic process
2363,STM0449,proteolysis
2364,STM0449,ATPase activity
2365,STM0449,cell division
2366,STM0449,ATP binding
2367,STM0456,peptide transport
2368,STM0456,outer membrane-bounded periplasmic space
2369,STM0456,peptide transmembrane transporter activity
2370,STM0458,pyridoxal phosphate binding
2371,STM0458,cytoplasm
2372,STM0460,ATPase-coupled transmembrane transporter activity
2373,STM0460,transmembrane transport
2374,STM0461,transmembrane transport
2375,STM0461,ATPase-coupled transmembrane transporter activity
2376,STM0464,acyl-CoA metabolic process
2377,STM0464,cytosol
2378,STM0464,fatty acid catabolic process
2379,STM0464,acyl-CoA hydrolase activity
2380,STM0472,O-acyltransferase activity
2381,STM0472,cytosol
2382,STM0475,xenobiotic transmembrane transporter activity
2383,STM0475,plasma membrane
2384,STM0476,xenobiotic transmembrane transporter activity
2385,STM0476,intrinsic component of plasma membrane
2386,STM0476,response to antibiotic
2387,STM0476,bile acid and bile salt transport
2388,STM0478,cellular water homeostasis
2389,STM0479,DNA recombination
2390,STM0479,double-stranded DNA endodeoxyribonuclease activity
2391,STM0483,adenine phosphoribosyltransferase activity
2392,STM0483,cytosol
2393,STM0490,short-chain carboxylesterase activity
2394,STM0491,inosine kinase activity
2395,STM0645,NAD biosynthetic process
2396,STM0645,nicotinamide-nucleotide adenylyltransferase activity
2397,STM0645,nicotinate-nucleotide adenylyltransferase activity
2402,STM0648,leucine-tRNA ligase activity
2403,STM0648,leucyl-tRNA aminoacylation
2404,STM0648,cytosol
2405,STM0650,D-galacturonate catabolic process
2406,STM0654,ubiquitin-dependent ERAD pathway
2407,STM0654,ubiquitin-protein transferase activity
2408,STM0659,cytosol
2412,STM0663,amino acid transport
2413,STM0663,plasma membrane
2414,STM0671,ubiquinone biosynthetic process
2415,STM0671,"2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity"
2416,STM0671,oxidoreductase activity
2417,STM0680,asparagine biosynthetic process
2418,STM0680,cytosol
2419,STM0680,asparagine synthase (glutamine-hydrolyzing) activity
2420,STM0682,DNA binding
2421,STM0682,"regulation of transcription, DNA-templated"
2422,STM0683,N-acetylglucosamine catabolic process
2423,STM0683,N-acetylglucosamine-6-phosphate deacetylase activity
2424,STM0684,glucosamine-6-phosphate deaminase activity
2425,STM0684,cytoplasm
2426,STM0684,identical protein binding
2427,STM0684,UDP-N-acetylglucosamine biosynthetic process
2428,STM0684,glucosamine catabolic process
2429,STM0684,N-acetylglucosamine catabolic process
2430,STM0684,N-acetylneuraminate catabolic process
2431,STM0685,phosphoenolpyruvate-dependent sugar phosphotransferase system
2432,STM0685,protein-phosphocysteine-sugar phosphotransferase activity
2433,STM0685,protein-phosphocysteine-glucosamine phosphotransferase system transporter activity
2434,STM0685,N-acetylglucosamine transport
2435,STM0685,integral component of plasma membrane
2436,STM0686,glutaminyl-tRNA aminoacylation
2437,STM0686,glutamine-tRNA ligase activity
2438,STM0686,cytosol
2439,STM0692,DNA-binding transcription factor activity
2440,STM0692,"regulation of DNA-templated transcription, initiation"
2441,STM0506,lysophospholipase activity
2442,STM0508,plasma membrane
2443,STM0698,phosphoglucomutase activity
2444,STM0698,cytosol
2445,STM0698,carbohydrate metabolic process
2448,STM0515,ureidoglycolate lyase activity
2449,STM0701,ornithine decarboxylase activity
2450,STM0701,pyridoxal phosphate binding
2451,STM0701,carboxy-lyase activity
2452,STM0701,cytosol
2453,STM0702,DNA-binding transcription activator activity
2454,STM0702,transcription regulatory region sequence-specific DNA binding
2455,STM0702,protein-DNA complex
2456,STM0702,cytosol
2457,STM0702,phosphorelay response regulator activity
2458,STM0703,phosphorelay sensor kinase activity
2459,STM0703,plasma membrane
2460,STM0703,detection of chemical stimulus
2461,STM0704,"potassium transmembrane transporter activity, phosphorylative mechanism"
2462,STM0704,potassium ion transmembrane transport
2474,STM0719,UDP-galactopyranose mutase activity
2475,STM0719,cytosol
2476,STM0719,flavin adenine dinucleotide binding
2477,STM0535,"UDP-2,3-diacylglucosamine hydrolase activity"
2478,STM0535,lipid A biosynthetic process
2479,STM0535,extrinsic component of plasma membrane
2480,STM0537,cytosol
2481,STM0537,cytoplasm
2482,STM0537,cysteinyl-tRNA aminoacylation
2483,STM0537,ATP binding
2484,STM0537,cysteine-tRNA ligase activity
2485,STM0734,plasma membrane succinate dehydrogenase complex
2486,STM0734,tricarboxylic acid cycle
2487,STM0734,succinate dehydrogenase activity
2488,STM0734,anaerobic respiration
2489,STM0734,plasma membrane
2490,STM0734,flavin adenine dinucleotide binding
2491,STM0734,electron transfer activity
2492,STM0736,oxoglutarate dehydrogenase complex
2493,STM0736,cytosol
2494,STM0736,tricarboxylic acid cycle
2495,STM0736,oxoglutarate dehydrogenase (succinyl-transferring) activity
2496,STM0739,succinate-CoA ligase (GDP-forming) activity
2497,STM0739,succinate-CoA ligase (ADP-forming) activity
2498,STM0739,tricarboxylic acid cycle
2499,STM0739,succinate-CoA ligase complex (ADP-forming)
2500,STM0740,cytochrome complex
2501,STM0740,electron transfer activity
2502,STM0740,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
2503,STM0740,plasma membrane
2504,STM0740,aerobic electron transport chain
2505,STM0740,heme binding
2506,STM0744,acyl-CoA hydrolase activity
2507,STM0564,cell redox homeostasis
2508,STM0564,cytoplasm
2509,STM0566,response to hypochlorite
2510,STM0566,plasma membrane
2514,STM0569,mechanosensitive ion channel activity
2515,STM0569,cellular response to osmotic stress
2516,STM0569,plasma membrane
2517,STM0572,UDP-N-acetylglucosamine metabolic process
2518,STM0572,protein N-linked glycosylation
2519,STM0572,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
2520,STM0572,cytosol
2521,STM0572,fructose 6-phosphate metabolic process
2522,STM0573,UDP-N-acetylglucosamine metabolic process
2523,STM0573,protein N-linked glycosylation
2524,STM0573,fructose 6-phosphate metabolic process
2525,STM0573,glutamine-fructose-6-phosphate transaminase (isomerizing) activity
2526,STM0574,phosphoenolpyruvate-dependent sugar phosphotransferase system
2527,STM0574,integral component of plasma membrane
2528,STM0765,plasma membrane
2529,STM0769,triphosphoribosyl-dephospho-CoA synthase activity
2530,STM0769,prosthetic group biosynthetic process
2531,STM0580,"regulation of transcription, DNA-templated"
2532,STM0580,transcription regulatory region sequence-specific DNA binding
2533,STM0580,DNA-binding transcription factor activity
2534,STM0773,cytoplasm
2535,STM0773,galactose catabolic process via UDP-galactose
2536,STM0773,aldose 1-epimerase activity
2537,STM0773,glucose metabolic process
2538,STM0585,enterobactin transmembrane transporter activity
2539,STM0585,intrinsic component of cell outer membrane
2540,STM0585,enterobactin transport
2541,STM0585,colicin transmembrane transporter activity
2542,STM0585,siderophore transmembrane transport
2543,STM0585,siderophore uptake transmembrane transporter activity
2544,STM0778,ATP-binding cassette (ABC) transporter complex
2545,STM0778,ATP binding
2546,STM0778,ATPase-coupled transmembrane transporter activity
2547,STM0587,siderophore biosynthetic process
2548,STM0587,cytosol
2549,STM0589,protein tyrosine kinase activity
2550,STM0589,plasma membrane
2551,STM0784,cytosol
2552,STM0784,magnesium ion binding
2553,STM0784,phosphatase activity
2556,STM0786,cell outer membrane
2557,STM0786,carboxylic ester hydrolase activity
2558,STM0787,histidine catabolic process
2559,STM0787,imidazolonepropionase activity
2560,STM0788,agmatinase activity
2561,STM0788,"putrescine biosynthetic process from arginine, using agmatinase"
2562,STM0789,"negative regulation of transcription, DNA-templated"
2565,STM0600,cellular response to nutrient levels
2566,STM0600,integral component of plasma membrane
2567,STM0795,biotin biosynthetic process
2568,STM0795,8-amino-7-oxononanoate synthase activity
2569,STM0603,kynurenine-oxoglutarate transaminase activity
2570,STM0603,cytoplasm
2571,STM0604,transcription regulatory region sequence-specific DNA binding
2572,STM0605,transcription regulatory region sequence-specific DNA binding
2573,STM0611,plasma membrane respiratory chain complex I
2574,STM0611,NADH dehydrogenase activity
2575,STM0611,"4 iron, 4 sulfur cluster binding"
2576,STM0611,cellular respiration
2577,STM0613,plasma membrane
2578,STM0613,anaerobic respiration
2579,STM0613,dimethyl sulfoxide reductase complex
2580,STM0613,dimethyl sulfoxide reductase activity
2581,STM0617,RNA catabolic process
2582,STM0063,prosthetic group biosynthetic process
2583,STM0063,triphosphoribosyl-dephospho-CoA synthase activity
2584,STM0622,oxaloacetate metabolic process
2585,STM0622,magnesium ion binding
2586,STM0625,integral component of plasma membrane
2587,STM0625,histidine phosphotransfer kinase activity
2588,STM0625,protein autophosphorylation
2589,STM0625,phosphorelay sensor kinase activity
2590,STM0627,C4-dicarboxylate transport
2594,STM0819,transcription regulatory region sequence-specific DNA binding
2595,STM0819,"regulation of transcription, DNA-templated"
2596,STM0819,DNA-binding transcription factor activity
2597,STM0821,DNA duplex unwinding
2598,STM0821,DNA helicase activity
2599,STM0821,DNA/RNA helicase activity
2600,STM0821,SOS response
2601,STM0821,"4 iron, 4 sulfur cluster binding"
2602,STM0821,DNA repair
2603,STM0822,tryptophan biosynthetic process
2604,STM0822,cytosol
2605,STM0825,positive regulation of secondary metabolite biosynthetic process
2608,STM0827,cellular response to osmotic stress
2609,STM0827,mechanosensitive ion channel activity
2610,STM0834,plasma membrane
2611,STM0834,lipopolysaccharide core region biosynthetic process
2612,STM0834,"phosphotransferase activity, phosphate group as acceptor"
2613,STM0838,ATP binding
2614,STM0840,magnesium ion binding
2615,STM0840,phosphatase activity
2616,STM0840,cytosol
2626,STM0856,flavin adenine dinucleotide binding
2627,STM0856,electron transfer activity
2628,STM0856,fatty acid beta-oxidation using acyl-CoA dehydrogenase
2629,STM0859,bacterial-type cis-regulatory region sequence-specific DNA binding
2630,STM0859,"regulation of transcription, DNA-templated"
2631,STM0859,cytosol
2632,STM0862,glutathione binding
2633,STM0862,glutathione transferase activity
2634,STM0862,cytoplasm
2635,STM0866,xenobiotic detoxification by transmembrane export across the plasma membrane
2636,STM0866,integral component of plasma membrane
2637,STM0866,xenobiotic transmembrane transporter activity
2638,STM0867,magnesium ion binding
2639,STM0867,cytosol
2640,STM0867,phosphatase activity
2641,STM0868,membrane
2644,STM0888,amino acid transport
2645,STM0888,plasma membrane
2657,STM0931,N-acetylmuramoyl-L-alanine amidase activity
2658,STM0931,peptidoglycan catabolic process
2659,STM0931,outer membrane
2660,STM0931,peptidoglycan turnover
2661,STM0934,glycine biosynthetic process
2662,STM0934,cytosol
2663,STM0934,L-allo-threonine aldolase activity
2664,STM0934,threonine catabolic process
2665,STM0937,peroxidase activity
2666,STM0937,hydroxylamine reductase activity
2667,STM0937,nitrogen compound metabolic process
2668,STM0937,oxidation-reduction process
2669,STM0937,response to hydrogen peroxide
2670,STM0938,L-lysine efflux transmembrane transporter activity
2671,STM0938,plasma membrane
2672,STM0939,double-strand break repair
2673,STM0939,DNA synthesis involved in DNA repair
2676,STM0956,integral component of plasma membrane
2677,STM0956,cysteine export across plasma membrane
2678,STM0956,ATPase-coupled transmembrane transporter activity
2679,STM0957,ATPase-coupled transmembrane transporter activity
2680,STM0957,transmembrane transport
2681,STM0961,lipoprotein localization to outer membrane
2682,STM0961,outer membrane-bounded periplasmic space
2683,STM0964,electron transfer activity
2684,STM0964,molybdenum ion binding
2685,STM0964,outer membrane-bounded periplasmic space
2686,STM0964,anaerobic respiration
2687,STM0969,amino acid transmembrane transporter activity
2688,STM0969,amino acid transport
